@id,Language Dependency
110823,Not Dependent
110824,Not Dependent
110826,Not Dependent
110827,Not Dependent
110828,Not Dependent
110829,Not Dependent
110830,Not Dependent
110836,Not Dependent
110840,Not Dependent
110841,Not Dependent
110842,Not Dependent
110843,Not Dependent
110844,Not Dependent
110864,Not Dependent
110868,Somewhat
110870,Somewhat
110874,Not Dependent
110875,Moderately
110876,Not Dependent
110901,Not Dependent
110907,Not Dependent
110908,Not Dependent
110912,Not Dependent
110919,Not Dependent
110921,Fully
110923,Not Dependent
110931,Not Dependent
110933,Not Dependent
110934,Not Dependent
110943,Not Dependent
110945,Not Dependent
110947,Not Dependent
110950,Not Dependent
110951,Not Dependent
110953,Not Dependent
110956,Not Dependent
110961,Not Dependent
110962,Not Dependent
110977,Not Dependent
110982,Not Dependent
110987,Not Dependent
111007,Not Dependent
111014,Not Dependent
111016,Not Dependent
111017,Not Dependent
111018,Not Dependent
111019,Not Dependent
111020,Not Dependent
111021,Not Dependent
111024,Not Dependent
111025,Not Dependent
111026,Somewhat
111027,Not Dependent
111028,Extensively
111030,Not Dependent
111038,Not Dependent
111039,Not Dependent
111051,Moderately
111052,Not Dependent
111056,Not Dependent
111058,Not Dependent
111068,Not Dependent
111069,Not Dependent
111078,Not Dependent
111079,Not Dependent
111081,Not Dependent
111083,Not Dependent
111090,Not Dependent
111091,Not Dependent
111094,Not Dependent
111097,Extensively
111105,Extensively
111106,Not Dependent
111107,Not Dependent
111119,Not Dependent
111124,Moderately
111126,Not Dependent
111136,Not Dependent
111140,Not Dependent
111141,Not Dependent
111142,Somewhat
111143,Not Dependent
111145,Not Dependent
111146,Not Dependent
111147,Not Dependent
111148,Not Dependent
111153,Not Dependent
111155,Not Dependent
111156,Not Dependent
111157,Not Dependent
111162,Not Dependent
111163,Not Dependent
111164,Not Dependent
111167,Not Dependent
111169,Not Dependent
111172,Not Dependent
111173,Not Dependent
111174,Extensively
111181,Not Dependent
111182,Not Dependent
111184,Not Dependent
111186,Not Dependent
111188,Somewhat
111199,Not Dependent
111202,Not Dependent
111204,Not Dependent
111208,Not Dependent
111210,Not Dependent
111228,Not Dependent
111229,Not Dependent
111230,Not Dependent
111231,Not Dependent
111235,Not Dependent
111238,Not Dependent
111240,Not Dependent
111251,Not Dependent
111261,Not Dependent
111264,Not Dependent
111275,Not Dependent
111283,Not Dependent
111288,Not Dependent
111290,Not Dependent
111292,Not Dependent
111294,Not Dependent
111295,Not Dependent
111299,Not Dependent
111302,Not Dependent
111303,Not Dependent
111304,Not Dependent
111305,Not Dependent
111306,Not Dependent
111307,Not Dependent
111314,Not Dependent
111322,Not Dependent
111323,Not Dependent
111324,Not Dependent
111325,Not Dependent
111327,Extensively
111333,Not Dependent
111341,Somewhat
111342,Not Dependent
111362,Not Dependent
111376,Somewhat
111379,Not Dependent
111381,Not Dependent
111382,Not Dependent
111383,Not Dependent
111384,Not Dependent
111387,Moderately
111389,Not Dependent
111396,Not Dependent
111398,Not Dependent
111399,Not Dependent
111400,Not Dependent
111401,Not Dependent
111402,Not Dependent
111403,Not Dependent
111404,Not Dependent
111405,Not Dependent
111406,Not Dependent
111407,Not Dependent
111408,Not Dependent
111409,Not Dependent
111410,Not Dependent
111417,Not Dependent
111418,Not Dependent
111421,Not Dependent
111423,Not Dependent
111425,Not Dependent
111426,Not Dependent
111432,Not Dependent
111434,Not Dependent
111439,Not Dependent
111440,Not Dependent
111443,Not Dependent
111450,Not Dependent
111454,Not Dependent
111475,Not Dependent
111478,Not Dependent
111485,Not Dependent
111491,Not Dependent
111502,Extensively
111508,Not Dependent
111509,Not Dependent
111510,Not Dependent
111514,Not Dependent
111518,Not Dependent
111520,Not Dependent
111521,Not Dependent
111522,Not Dependent
111523,Not Dependent
111525,Not Dependent
111527,Not Dependent
111532,Not Dependent
111533,Not Dependent
111538,Not Dependent
111543,Not Dependent
111547,Not Dependent
111577,Not Dependent
111590,Not Dependent
111631,Not Dependent
111634,Not Dependent
111635,Not Dependent
111636,Not Dependent
111637,Not Dependent
111638,Not Dependent
111639,Not Dependent
111640,Not Dependent
111641,Not Dependent
111642,Not Dependent
111644,Not Dependent
111645,Not Dependent
111646,Not Dependent
111647,Not Dependent
111649,Not Dependent
111654,Not Dependent
111662,Not Dependent
111671,Not Dependent
111679,Not Dependent
111680,Not Dependent
111681,Not Dependent
111683,Not Dependent
111685,Not Dependent
111703,Not Dependent
111707,Not Dependent
111714,Not Dependent
111715,Not Dependent
111716,Not Dependent
111719,Not Dependent
111721,Not Dependent
111722,Not Dependent
111723,Not Dependent
111724,Not Dependent
111725,Not Dependent
111726,Not Dependent
111727,Not Dependent
111728,Not Dependent
111729,Not Dependent
111730,Not Dependent
111732,Somewhat
111733,Not Dependent
111737,Not Dependent
111738,Moderately
111741,Not Dependent
111748,Not Dependent
111757,Not Dependent
111759,Not Dependent
111766,Not Dependent
111767,Not Dependent
111784,Not Dependent
111787,Not Dependent
111789,Not Dependent
111794,Somewhat
111799,Extensively
111800,Not Dependent
111801,Not Dependent
111802,Somewhat
111803,Not Dependent
111805,Not Dependent
111807,Somewhat
111810,Not Dependent
111811,Not Dependent
111813,Not Dependent
111816,Not Dependent
111817,Not Dependent
111818,Not Dependent
111819,Not Dependent
111821,Fully
111822,Not Dependent
111824,Not Dependent
111828,Not Dependent
111830,Not Dependent
111838,Not Dependent
111839,Not Dependent
111841,Not Dependent
111842,Not Dependent
111846,Not Dependent
111850,Not Dependent
111852,Not Dependent
111853,Not Dependent
111854,Not Dependent
111855,Not Dependent
111856,Not Dependent
111857,Not Dependent
111858,Extensively
111860,Not Dependent
111864,Not Dependent
111866,Not Dependent
111871,Not Dependent
111878,Not Dependent
111890,Extensively
111891,Somewhat
111894,Not Dependent
111905,Not Dependent
111919,Somewhat
111955,Not Dependent
111956,Not Dependent
111957,Not Dependent
111959,Not Dependent
111960,Not Dependent
111965,Not Dependent
111969,Not Dependent
111970,Not Dependent
111972,Not Dependent
111973,Not Dependent
111974,Not Dependent
111975,Not Dependent
111976,Not Dependent
111979,Not Dependent
111980,Not Dependent
111982,Not Dependent
111983,Not Dependent
111984,Not Dependent
111998,Not Dependent
111999,Not Dependent
112008,Not Dependent
112027,Not Dependent
112031,Not Dependent
112034,Not Dependent
112036,Not Dependent
112037,Not Dependent
112042,Not Dependent
112045,Not Dependent
112048,Not Dependent
112052,Not Dependent
112083,Not Dependent
112091,Not Dependent
112092,Extensively
112093,Not Dependent
112094,Not Dependent
112101,Not Dependent
112102,Not Dependent
112104,Not Dependent
112106,Not Dependent
112107,Not Dependent
112108,Not Dependent
112111,Not Dependent
112117,Not Dependent
112118,Not Dependent
112121,Not Dependent
112134,Not Dependent
112136,Moderately
112138,Moderately
112139,Not Dependent
112143,Not Dependent
112149,Not Dependent
112151,Not Dependent
112153,Not Dependent
112172,Not Dependent
112177,Not Dependent
112178,Not Dependent
112181,Not Dependent
112182,Not Dependent
112191,Not Dependent
112192,Not Dependent
112202,Not Dependent
112210,Moderately
112213,Not Dependent
112220,Not Dependent
112230,Not Dependent
112232,Not Dependent
112233,Not Dependent
112257,Not Dependent
112258,Not Dependent
112268,Not Dependent
112271,Not Dependent
112272,Not Dependent
112273,Not Dependent
112274,Fully
112275,Not Dependent
112276,Not Dependent
112283,Not Dependent
112291,Somewhat
112293,Not Dependent
112294,Not Dependent
112296,Not Dependent
112312,Not Dependent
112335,Moderately
112352,Not Dependent
112353,Not Dependent
112357,Not Dependent
112358,Extensively
112359,Not Dependent
112360,Not Dependent
112361,Not Dependent
112362,Not Dependent
112363,Not Dependent
112364,Not Dependent
112373,Somewhat
112374,Not Dependent
112375,Not Dependent
112378,Not Dependent
112379,Not Dependent
112380,Not Dependent
112381,Moderately
112383,Not Dependent
112403,Not Dependent
112445,Extensively
112453,Not Dependent
112460,Not Dependent
112462,Moderately
112464,Not Dependent
112465,Not Dependent
112466,Not Dependent
112467,Not Dependent
112468,Not Dependent
112474,Not Dependent
112482,Not Dependent
112484,Not Dependent
112532,Not Dependent
112536,Not Dependent
112537,Not Dependent
112538,Not Dependent
112540,Not Dependent
112557,Not Dependent
112574,Moderately
112578,Not Dependent
112580,Not Dependent
112582,Not Dependent
112598,Not Dependent
112605,Not Dependent
112607,Not Dependent
112609,Not Dependent
112610,Not Dependent
112614,Not Dependent
112615,Not Dependent
112617,Not Dependent
112628,Not Dependent
112631,Not Dependent
112645,Not Dependent
112664,Not Dependent
112665,Not Dependent
112669,Not Dependent
112670,Not Dependent
112671,Not Dependent
112675,Moderately
112686,Moderately
112688,Moderately
112692,Moderately
112694,Not Dependent
112695,Not Dependent
112697,Not Dependent
112698,Not Dependent
112699,Not Dependent
112700,Not Dependent
112702,Not Dependent
112704,Not Dependent
112707,Not Dependent
112708,Not Dependent
112711,Not Dependent
112722,Moderately
112733,Not Dependent
112734,Extensively
112738,Moderately
112745,Not Dependent
112746,Not Dependent
112750,Not Dependent
112754,Not Dependent
112757,Not Dependent
112791,Moderately
112797,Not Dependent
112799,Not Dependent
112801,Not Dependent
112802,Not Dependent
112807,Not Dependent
112808,Not Dependent
112811,Not Dependent
112813,Not Dependent
112815,Not Dependent
112819,Not Dependent
112821,Not Dependent
112831,Not Dependent
112833,Not Dependent
112834,Not Dependent
112835,Not Dependent
112836,Not Dependent
112838,Not Dependent
112839,Extensively
112840,Not Dependent
112843,Not Dependent
112844,Not Dependent
112845,Not Dependent
112847,Not Dependent
112850,Not Dependent
112869,Extensively
112877,Not Dependent
112878,Not Dependent
112880,Not Dependent
112882,Not Dependent
112886,Not Dependent
112890,Not Dependent
112891,Extensively
112892,Not Dependent
112893,Not Dependent
112894,Not Dependent
112896,Not Dependent
112897,Not Dependent
112900,Not Dependent
112927,Not Dependent
112929,Not Dependent
112931,Not Dependent
112932,Not Dependent
112933,Not Dependent
112935,Fully
112938,Not Dependent
112942,Not Dependent
112944,Not Dependent
112947,Not Dependent
112956,Not Dependent
112960,Not Dependent
112961,Not Dependent
112963,Not Dependent
112991,Extensively
112995,Moderately
112996,Not Dependent
113012,Not Dependent
113041,Not Dependent
113057,Not Dependent
113058,Not Dependent
113061,Not Dependent
113062,Not Dependent
113065,Not Dependent
113066,Not Dependent
113067,Not Dependent
113069,Not Dependent
113070,Not Dependent
113071,Not Dependent
113072,Not Dependent
113074,Not Dependent
113078,Not Dependent
113089,Not Dependent
113090,Not Dependent
113097,Not Dependent
113105,Not Dependent
113107,Not Dependent
113109,Not Dependent
113110,Not Dependent
113113,Not Dependent
113115,Not Dependent
113116,Not Dependent
113132,Not Dependent
113147,Not Dependent
113156,Not Dependent
113157,Not Dependent
113159,Not Dependent
113160,Not Dependent
113172,Not Dependent
113173,Not Dependent
113175,Moderately
113176,Not Dependent
113187,Not Dependent
113189,Not Dependent
113192,Not Dependent
113194,Not Dependent
113200,Not Dependent
113207,Not Dependent
113213,Not Dependent
113230,Not Dependent
113242,Moderately
113243,Not Dependent
113246,Not Dependent
113248,Not Dependent
113252,Not Dependent
113254,Not Dependent
113289,Fully
113292,Fully
113293,Not Dependent
113294,Not Dependent
113295,Not Dependent
113298,Not Dependent
113299,Not Dependent
113301,Not Dependent
113303,Not Dependent
113306,Not Dependent
113307,Not Dependent
113308,Not Dependent
113309,Not Dependent
113310,Not Dependent
113311,Somewhat
113312,Not Dependent
113323,Not Dependent
113324,Somewhat
113327,Not Dependent
113328,Not Dependent
113331,Not Dependent
113332,Not Dependent
113334,Not Dependent
113335,Not Dependent
113337,Moderately
113338,Not Dependent
113342,Not Dependent
113349,Not Dependent
113355,Not Dependent
113356,Not Dependent
113360,Not Dependent
113361,Not Dependent
113365,Not Dependent
113369,Moderately
113386,Not Dependent
113388,Not Dependent
113397,Not Dependent
113401,Moderately
113402,Not Dependent
113403,Not Dependent
113404,Not Dependent
113406,Not Dependent
113407,Not Dependent
113408,Not Dependent
113411,Not Dependent
113414,Moderately
113418,Not Dependent
113421,Not Dependent
113425,Not Dependent
113426,Not Dependent
113428,Not Dependent
113436,Somewhat
113437,Not Dependent
113446,Not Dependent
113456,Extensively
113459,Not Dependent
113462,Not Dependent
113468,Not Dependent
113469,Not Dependent
113470,Not Dependent
113471,Not Dependent
113473,Not Dependent
113474,Not Dependent
113475,Not Dependent
113478,Not Dependent
113479,Not Dependent
113480,Not Dependent
113485,Not Dependent
113490,Not Dependent
113497,Not Dependent
113499,Not Dependent
113503,Somewhat
113508,Not Dependent
113509,Not Dependent
113510,Not Dependent
113511,Somewhat
113512,Not Dependent
113513,Not Dependent
113515,Not Dependent
113516,Not Dependent
113517,Not Dependent
113518,Not Dependent
113527,Not Dependent
113539,Not Dependent
113541,Extensively
113544,Not Dependent
113546,Not Dependent
113547,Not Dependent
113548,Not Dependent
113549,Not Dependent
113550,Not Dependent
113551,Not Dependent
113552,Not Dependent
113553,Not Dependent
113555,Not Dependent
113556,Not Dependent
113557,Not Dependent
113561,Not Dependent
113562,Not Dependent
113563,Not Dependent
113567,Moderately
113568,Not Dependent
113569,Not Dependent
113572,Not Dependent
113573,Not Dependent
113608,Not Dependent
113611,Not Dependent
113613,Not Dependent
113614,Not Dependent
113615,Not Dependent
113617,Not Dependent
113620,Not Dependent
113634,Not Dependent
113635,Not Dependent
113636,Not Dependent
113639,Not Dependent
113641,Not Dependent
113643,Moderately
113644,Not Dependent
113645,Not Dependent
113646,Not Dependent
113647,Not Dependent
113648,Not Dependent
113649,Not Dependent
113650,Not Dependent
113651,Not Dependent
113652,Not Dependent
113653,Not Dependent
113656,Not Dependent
113660,Not Dependent
113661,Not Dependent
113669,Not Dependent
113670,Not Dependent
113671,Moderately
113672,Not Dependent
113673,Not Dependent
113683,Not Dependent
113686,Not Dependent
113687,Not Dependent
113688,Not Dependent
113690,Not Dependent
113699,Not Dependent
113700,Moderately
113703,Not Dependent
113705,Not Dependent
113708,Not Dependent
113709,Not Dependent
113715,Not Dependent
113717,Not Dependent
113719,Not Dependent
113722,Not Dependent
113733,Not Dependent
113738,Not Dependent
113739,Not Dependent
113740,Not Dependent
113743,Not Dependent
113746,Not Dependent
113750,Not Dependent
113754,Not Dependent
113756,Not Dependent
113772,Moderately
113773,Not Dependent
113775,Not Dependent
113776,Not Dependent
113778,Not Dependent
113780,Not Dependent
113781,Not Dependent
113782,Not Dependent
113783,Not Dependent
113784,Not Dependent
113785,Not Dependent
113786,Not Dependent
113789,Not Dependent
113803,Not Dependent
113819,Not Dependent
113822,Not Dependent
113827,Not Dependent
113828,Not Dependent
113829,Not Dependent
113830,Not Dependent
113831,Fully
113842,Moderately
113845,Not Dependent
113853,Not Dependent
113854,Not Dependent
113856,Moderately
113859,Not Dependent
113869,Not Dependent
113873,Moderately
113897,Not Dependent
113898,Not Dependent
113899,Not Dependent
113909,Not Dependent
113913,Not Dependent
113914,Not Dependent
113916,Not Dependent
113917,Not Dependent
113918,Not Dependent
113923,Not Dependent
113924,Somewhat
113927,Extensively
113931,Not Dependent
113932,Not Dependent
113936,Not Dependent
113937,Somewhat
113939,Not Dependent
113940,Not Dependent
113946,Not Dependent
113955,Not Dependent
113956,Not Dependent
113957,Not Dependent
113958,Not Dependent
113961,Not Dependent
113966,Not Dependent
113970,Not Dependent
113971,Moderately
113995,Extensively
113997,Not Dependent
114005,Not Dependent
114020,Not Dependent
114021,Not Dependent
114022,Not Dependent
114023,Not Dependent
114024,Extensively
114026,Not Dependent
114027,Not Dependent
114031,Not Dependent
114036,Not Dependent
114037,Not Dependent
114043,Not Dependent
114044,Not Dependent
114050,Not Dependent
114051,Not Dependent
114062,Somewhat
114065,Not Dependent
114066,Not Dependent
114068,Not Dependent
114074,Not Dependent
114094,Not Dependent
114100,Not Dependent
114102,Not Dependent
114107,Not Dependent
114108,Not Dependent
114109,Not Dependent
114110,Not Dependent
114115,Not Dependent
114116,Not Dependent
114117,Not Dependent
114119,Not Dependent
114121,Not Dependent
114122,Not Dependent
114134,Not Dependent
114139,Not Dependent
114143,Extensively
114144,Not Dependent
114145,Not Dependent
114151,Not Dependent
114159,Not Dependent
114168,Not Dependent
114169,Not Dependent
114170,Not Dependent
114173,Not Dependent
114184,Not Dependent
114186,Not Dependent
114187,Not Dependent
114188,Not Dependent
114189,Not Dependent
114190,Not Dependent
114194,Not Dependent
114195,Somewhat
114198,Not Dependent
114202,Not Dependent
114207,Not Dependent
114211,Not Dependent
114215,Not Dependent
114216,Not Dependent
114217,Not Dependent
114218,Not Dependent
114225,Not Dependent
114226,Not Dependent
114227,Not Dependent
114228,Not Dependent
114229,Not Dependent
114230,Not Dependent
114231,Not Dependent
114232,Not Dependent
114234,Not Dependent
114235,Fully
114236,Not Dependent
114239,Not Dependent
114261,Extensively
114263,Not Dependent
114274,Not Dependent
114277,Not Dependent
114283,Not Dependent
114284,Not Dependent
114286,Not Dependent
114287,Not Dependent
114288,Not Dependent
114297,Not Dependent
114305,Not Dependent
114306,Not Dependent
114307,Not Dependent
114309,Not Dependent
114311,Not Dependent
114313,Not Dependent
114314,Not Dependent
114315,Not Dependent
114316,Extensively
114317,Not Dependent
114318,Not Dependent
114320,Not Dependent
114327,Somewhat
114347,Not Dependent
114360,Not Dependent
114361,Not Dependent
114366,Not Dependent
114370,Not Dependent
114380,Not Dependent
114383,Not Dependent
114385,Not Dependent
114386,Somewhat
114387,Not Dependent
114388,Extensively
114392,Not Dependent
114393,Not Dependent
114400,Not Dependent
114404,Not Dependent
114405,Moderately
114417,Not Dependent
114423,Not Dependent
114438,Fully
114440,Not Dependent
114441,Not Dependent
114442,Not Dependent
114443,Not Dependent
114444,Not Dependent
114446,Not Dependent
114449,Not Dependent
114450,Not Dependent
114453,Not Dependent
114468,Not Dependent
114471,Not Dependent
114472,Not Dependent
114474,Not Dependent
114477,Not Dependent
114478,Not Dependent
114482,Somewhat
114484,Not Dependent
114495,Not Dependent
114496,Not Dependent
114504,Moderately
114506,Not Dependent
114507,Not Dependent
114508,Not Dependent
114518,Not Dependent
114519,Not Dependent
114520,Not Dependent
114524,Not Dependent
114529,Not Dependent
114530,Moderately
114531,Fully
114532,Not Dependent
114538,Not Dependent
114540,Not Dependent
114542,Not Dependent
114544,Not Dependent
114546,Not Dependent
114549,Not Dependent
114553,Not Dependent
114554,Not Dependent
114559,Not Dependent
114560,Not Dependent
114561,Not Dependent
114562,Not Dependent
114563,Not Dependent
114565,Not Dependent
114566,Not Dependent
114567,Not Dependent
114568,Not Dependent
114592,Not Dependent
114608,Moderately
114628,Not Dependent
114630,Not Dependent
114632,Not Dependent
114633,Not Dependent
114634,Not Dependent
114636,Not Dependent
114637,Not Dependent
114663,Not Dependent
114664,Moderately
114666,Not Dependent
114667,Somewhat
114671,Not Dependent
114672,Not Dependent
114673,Not Dependent
114674,Not Dependent
114675,Not Dependent
114677,Not Dependent
114679,Not Dependent
114680,Not Dependent
114684,Somewhat
114686,Not Dependent
114688,Not Dependent
114689,Not Dependent
114721,Extensively
114755,Not Dependent
114773,Not Dependent
114784,Not Dependent
114789,Not Dependent
114792,Not Dependent
114798,Not Dependent
114800,Not Dependent
114803,Not Dependent
114804,Not Dependent
114813,Not Dependent
114815,Not Dependent
114819,Not Dependent
114821,Not Dependent
114826,Not Dependent
114827,Not Dependent
114832,Not Dependent
114834,Not Dependent
114857,Not Dependent
114863,Not Dependent
114870,Not Dependent
114871,Not Dependent
114876,Not Dependent
114893,Not Dependent
114903,Not Dependent
114906,Fully
114907,Not Dependent
114908,Not Dependent
114911,Not Dependent
114912,Somewhat
114914,Not Dependent
114915,Moderately
114935,Not Dependent
114936,Not Dependent
114948,Not Dependent
114952,Not Dependent
114954,Not Dependent
114960,Not Dependent
114961,Not Dependent
114991,Moderately
115004,Not Dependent
115008,Not Dependent
115013,Not Dependent
115015,Not Dependent
115016,Not Dependent
115034,Not Dependent
115076,Not Dependent
115077,Not Dependent
115079,Not Dependent
115092,Not Dependent
115094,Not Dependent
115095,Not Dependent
115104,Not Dependent
115105,Somewhat
115108,Not Dependent
115114,Not Dependent
115117,Not Dependent
115120,Not Dependent
115121,Not Dependent
115122,Not Dependent
115123,Not Dependent
115124,Not Dependent
115125,Not Dependent
115126,Not Dependent
115128,Moderately
115197,Not Dependent
115208,Not Dependent
115228,Not Dependent
115232,Not Dependent
115233,Not Dependent
115236,Not Dependent
115245,Not Dependent
115248,Extensively
115251,Not Dependent
115264,Not Dependent
115272,Moderately
115288,Extensively
115293,Somewhat
115304,Not Dependent
115306,Not Dependent
115307,Not Dependent
115309,Not Dependent
115320,Not Dependent
115321,Somewhat
115322,Not Dependent
115323,Not Dependent
115324,Not Dependent
115325,Somewhat
115326,Not Dependent
115327,Not Dependent
115339,Fully
115343,Not Dependent
115344,Not Dependent
115347,Not Dependent
115352,Not Dependent
115357,Not Dependent
115358,Not Dependent
115360,Not Dependent
115363,Not Dependent
115366,Not Dependent
115367,Not Dependent
115368,Not Dependent
115370,Not Dependent
115416,Not Dependent
115422,Moderately
115427,Not Dependent
115428,Not Dependent
115430,Not Dependent
115435,Extensively
115438,Not Dependent
115445,Not Dependent
115467,Not Dependent
115470,Not Dependent
115474,Not Dependent
115480,Not Dependent
115496,Moderately
115503,Not Dependent
115510,Not Dependent
115517,Not Dependent
115518,Not Dependent
115520,Not Dependent
115531,Not Dependent
115540,Not Dependent
115551,Not Dependent
115572,Not Dependent
115573,Not Dependent
115574,Not Dependent
115575,Not Dependent
115576,Not Dependent
115577,Not Dependent
115603,Not Dependent
115608,Not Dependent
115609,Not Dependent
115611,Not Dependent
115612,Not Dependent
115613,Not Dependent
115623,Not Dependent
115624,Not Dependent
115629,Not Dependent
115632,Not Dependent
115638,Not Dependent
115655,Not Dependent
115656,Not Dependent
115662,Not Dependent
115663,Not Dependent
115665,Not Dependent
115666,Not Dependent
115668,Not Dependent
115669,Not Dependent
115671,Not Dependent
115673,Not Dependent
115678,Not Dependent
115679,Not Dependent
115680,Moderately
115726,Not Dependent
115729,Not Dependent
115733,Fully
115734,Not Dependent
115735,Fully
115743,Not Dependent
115746,Extensively
115747,Not Dependent
115756,Not Dependent
115759,Not Dependent
115760,Not Dependent
115763,Not Dependent
115764,Not Dependent
115765,Not Dependent
115768,Not Dependent
115770,Not Dependent
115778,Not Dependent
115793,Fully
115794,Not Dependent
115795,Not Dependent
115798,Not Dependent
115829,Not Dependent
115831,Not Dependent
115832,Not Dependent
115833,Not Dependent
115842,Somewhat
115852,Not Dependent
115853,Not Dependent
115854,Not Dependent
115860,Not Dependent
115863,Not Dependent
115866,Not Dependent
115882,Not Dependent
115884,Not Dependent
115887,Not Dependent
115891,Not Dependent
115924,Not Dependent
115925,Not Dependent
115926,Not Dependent
115930,Not Dependent
115931,Not Dependent
115936,Not Dependent
115944,Somewhat
115947,Not Dependent
115958,Moderately
115976,Moderately
115978,Not Dependent
115997,Not Dependent
116003,Not Dependent
116006,Not Dependent
116009,Not Dependent
116010,Not Dependent
116016,Not Dependent
116017,Not Dependent
116019,Not Dependent
116038,Not Dependent
116046,Somewhat
116094,Not Dependent
116095,Not Dependent
116097,Not Dependent
116098,Not Dependent
116099,Not Dependent
116102,Not Dependent
116103,Not Dependent
116104,Not Dependent
116105,Not Dependent
116106,Not Dependent
116107,Not Dependent
116108,Not Dependent
116109,Not Dependent
116113,Not Dependent
116114,Not Dependent
116116,Not Dependent
116124,Not Dependent
116130,Not Dependent
116132,Not Dependent
116133,Not Dependent
116142,Not Dependent
116148,Not Dependent
116149,Not Dependent
116151,Not Dependent
116154,Not Dependent
116155,Not Dependent
116156,Not Dependent
116161,Not Dependent
116163,Not Dependent
116164,Not Dependent
116165,Not Dependent
116167,Moderately
116168,Not Dependent
116169,Not Dependent
116170,Not Dependent
116188,Not Dependent
116189,Not Dependent
116194,Not Dependent
116201,Not Dependent
116208,Not Dependent
116209,Not Dependent
116213,Not Dependent
116214,Not Dependent
116215,Not Dependent
116218,Not Dependent
116226,Not Dependent
116228,Not Dependent
116231,Fully
116236,Not Dependent
116279,Extensively
116309,Not Dependent
116312,Not Dependent
116323,Not Dependent
116326,Not Dependent
116330,Not Dependent
116331,Not Dependent
116333,Not Dependent
116336,Not Dependent
116347,Not Dependent
116348,Not Dependent
116349,Not Dependent
116372,Not Dependent
116373,Not Dependent
116383,Not Dependent
116385,Not Dependent
116402,Not Dependent
116405,Somewhat
116407,Not Dependent
116415,Not Dependent
116422,Not Dependent
116449,Not Dependent
116460,Not Dependent
116463,Not Dependent
116467,Not Dependent
116468,Fully
116469,Not Dependent
116470,Not Dependent
116471,Not Dependent
116473,Not Dependent
116474,Not Dependent
116476,Not Dependent
116478,Not Dependent
116479,Not Dependent
116480,Not Dependent
116481,Not Dependent
116482,Not Dependent
116484,Not Dependent
116488,Not Dependent
116502,Not Dependent
116549,Not Dependent
116553,Not Dependent
116555,Not Dependent
116561,Not Dependent
116562,Moderately
116563,Not Dependent
116564,Not Dependent
116565,Not Dependent
116566,Not Dependent
116567,Not Dependent
116568,Not Dependent
116569,Not Dependent
116570,Not Dependent
116571,Not Dependent
116572,Not Dependent
116573,Not Dependent
116574,Not Dependent
116576,Not Dependent
116580,Not Dependent
116584,Not Dependent
116590,Not Dependent
116593,Not Dependent
116596,Somewhat
116601,Not Dependent
116603,Not Dependent
116604,Not Dependent
116605,Not Dependent
116609,Not Dependent
116625,Fully
116626,Not Dependent
116629,Not Dependent
116631,Not Dependent
116635,Not Dependent
116639,Not Dependent
116641,Not Dependent
116644,Not Dependent
116645,Not Dependent
116646,Not Dependent
116651,Not Dependent
116653,Not Dependent
116667,Not Dependent
116682,Not Dependent
116690,Not Dependent
116691,Not Dependent
116723,Not Dependent
116727,Fully
116729,Not Dependent
116731,Not Dependent
116735,Moderately
116736,Not Dependent
116737,Somewhat
116738,Moderately
116739,Extensively
116761,Not Dependent
116763,Not Dependent
116767,Not Dependent
116768,Not Dependent
116769,Not Dependent
116774,Moderately
116778,Not Dependent
116779,Extensively
116785,Not Dependent
116786,Not Dependent
116787,Not Dependent
116788,Not Dependent
116789,Not Dependent
116790,Not Dependent
116795,Not Dependent
116799,Not Dependent
116806,Moderately
116810,Not Dependent
116821,Not Dependent
116823,Extensively
116834,Not Dependent
116835,Not Dependent
116837,Not Dependent
116844,Not Dependent
116846,Not Dependent
116849,Not Dependent
116852,Not Dependent
116854,Not Dependent
116858,Not Dependent
116860,Not Dependent
116864,Not Dependent
116865,Not Dependent
116867,Not Dependent
116876,Not Dependent
116877,Not Dependent
116887,Not Dependent
116890,Not Dependent
116893,Not Dependent
116938,Not Dependent
116948,Moderately
116949,Not Dependent
116952,Not Dependent
116953,Not Dependent
116954,Not Dependent
116956,Not Dependent
116965,Not Dependent
116967,Not Dependent
116969,Not Dependent
116970,Somewhat
116972,Not Dependent
116974,Not Dependent
116975,Not Dependent
116978,Not Dependent
116979,Not Dependent
116981,Not Dependent
116983,Not Dependent
116985,Not Dependent
116998,Extensively
117000,Not Dependent
117001,Not Dependent
117005,Not Dependent
117030,Not Dependent
117054,Not Dependent
117058,Not Dependent
117144,Not Dependent
117146,Not Dependent
117151,Not Dependent
117152,Not Dependent
117153,Not Dependent
117159,Not Dependent
117165,Not Dependent
117166,Not Dependent
117173,Not Dependent
117185,Not Dependent
117373,Not Dependent
117485,Not Dependent
117486,Not Dependent
117488,Not Dependent
117491,Not Dependent
117495,Not Dependent
117498,Not Dependent
117509,Not Dependent
117513,Not Dependent
117514,Not Dependent
117518,Moderately
117524,Not Dependent
117529,Not Dependent
117532,Not Dependent
117544,Not Dependent
117546,Not Dependent
117548,Not Dependent
117549,Not Dependent
117550,Not Dependent
117555,Not Dependent
117557,Not Dependent
117558,Somewhat
117560,Not Dependent
117571,Not Dependent
117582,Moderately
117663,Not Dependent
117664,Not Dependent
117666,Not Dependent
117668,Not Dependent
117670,Not Dependent
117671,Not Dependent
