type,id,thumbnail,image,name,description,yearpublished,minplayers,maxplayers,poll,playingtime,minplaytime,maxplaytime,minage,link,statistics,marketplacelistings
boardgame,876,https://cf.geekdo-images.com/Dtn4WwAFHbx6gXU-4R95QQ__thumb/img/4OOLXwCsXHaFIFM04FRRPcBE3C4=/fit-in/200x150/filters:strip_icc()/pic14948.jpg,https://cf.geekdo-images.com/Dtn4WwAFHbx6gXU-4R95QQ__original/img/kJvyoANrBIR1_hJpZaf3-wjoL10=/0x0/filters:format(jpeg)/pic14948.jpg,,"Goldsieber attempts to capture the feel of tennis in this oddball dexterity game.  Each player has a  still tennis player figure which is used to volley the ball back and forth across the net.  Under each player, and under the translucent surface of the board is the movement paddle for that player, which dictates how far the playing figure could move for the subsequent turn.  The game field is set up just like a tennis court, with the requisite lines and a net, and the players volley a soft tufted &quot;tennis ball&quot;.  One player serves the ball, and if it lands within the fair territory, the receiving player checks to see if it fell within their movement paddle space.  That player then moves the center of their paddle under the ball and uses their figure to return the ball, and so on until one player scores by their opponent knocking the ball out of play, or by playing the ball in a space where their opponent cannot reach it within their movement zone.  All of the ball volleying is performed by tensing back the racket of the playing figure, and then releasing it to launch the ball across the net.  Scoring is handled just like regular tennis scoring.&#10;&#10;",,,,,,,,,,,
boardgame,877,https://cf.geekdo-images.com/enMbj7w9aU-K-pzxLpgXuw__thumb/img/V1xjJc3O9DDwIJIHCXGhof7zQoU=/fit-in/200x150/filters:strip_icc()/pic372401.jpg,https://cf.geekdo-images.com/enMbj7w9aU-K-pzxLpgXuw__original/img/RXxnnnHKRXhORn9c87XVWWdHnyg=/0x0/filters:format(jpeg)/pic372401.jpg,,"As archaeologists, the players try to reconstruct the individual layers of Troy by excavating puzzle pieces from the site. By publishing their results, players gain reputation (scientific prestige) and get additional digging permits. Whoever gets the highest reputation wins the game.&#10;&#10;",,,,,,,,,,,
boardgame,878,https://cf.geekdo-images.com/-dMcNKE82PFSTnNOwNJd1g__thumb/img/C-XCvZkUkKuX7me3_MbP_F2iji0=/fit-in/200x150/filters:strip_icc()/pic2241574.jpg,https://cf.geekdo-images.com/-dMcNKE82PFSTnNOwNJd1g__original/img/K4WqZ33t2ifevSfixytPZsAWJ6k=/0x0/filters:format(jpeg)/pic2241574.jpg,,"The aim of the game for each player to earn the most money from capturing famous outlaws. 2 to 4 players take up the roles of Sheriffs who are hot on the outlaws tails, trying to capture the outlaws with most rewards on their heads.&#10;&#10;From the Box:&#10;The Wild West! Tough times and tough characters! Bandits, desperados, rustlers and thieves are everywhere. Take the rolls of the brave sheriffs riding on the heels of these legendary outlaws. Capture Jesse James! Hunt Butch Cassidy and the Sundance Kid! Rich rewards await those brave and daring enough. Just don't let them slip away...&#10;&#10;From the Publisher:&#10;In Wyatt Earp, the players are bounty hunters who work cooperatively and competitively to try to capture the most notorious outlaws of the old west. They do this by collecting and playing sets of cards for the various outlaws. When a player plays a set, he both adds to the reward and improves his chances for collecting the reward for that outlaw. At the end of each hand, players collect money for the outlaws that they helped in capturing. After several hands, the player who has collected the most money in rewards is the winner!&#10;&#10;While not officially included, Wyatt Earp is often considered part of the Mystery Rummy series.&#10;&#10;This game is #1 in the Alea small box series.&#10;&#10;",,,,,,,,,,,
boardgame,879,https://cf.geekdo-images.com/zD9rzGEf5OH1bK8dURRiWg__thumb/img/lVNYypXogk8xPdZWMdz0-U9XeE4=/fit-in/200x150/filters:strip_icc()/pic64214.jpg,https://cf.geekdo-images.com/zD9rzGEf5OH1bK8dURRiWg__original/img/j6wmxrvaXI9-CG2gqVrwojHDRBA=/0x0/filters:format(jpeg)/pic64214.jpg,,Tacara is short for Tactical Car Race.&#10;&#10;It is a small press (250 copies) auto racing game using vector movement. Some components are handmade. Speed and direction are captured on a grid and can be changed somewhat each turn.&#10;&#10;Expanded in 2001 by Tacara-Seefahrererweiterung (seafarer expansion).&#10;&#10;Developed from:&#10;&#10;    Racetrack&#10;&#10;&#10;Similar to:&#10;&#10;    Bolide&#10;&#10;&#10;,,,,,,,,,,,
boardgame,882,https://cf.geekdo-images.com/afrMY68ATgYSKN2Vr9oSBw__thumb/img/WkoDUWSoeIvKkltLHunAgb0pL5E=/fit-in/200x150/filters:strip_icc()/pic630254.jpg,https://cf.geekdo-images.com/afrMY68ATgYSKN2Vr9oSBw__original/img/s_DMG6cx08jDzq5nXU8iSIFR6bw=/0x0/filters:format(jpeg)/pic630254.jpg,,"Players represent bettors at a horse track. The state of the betting is handled via a set of non-intersecting bet cards which players may draft. Movement of the horses is controlled by a combination of cards, one of which indicates which horses may move, the other which indicates how fast. Players must consider the probable goals of their opponents as well as what opportunities they may provide to the player on the left.&#10;&#10;",,,,,,,,,,,
boardgame,883,https://cf.geekdo-images.com/VN-PkW9-OcHKzNEScZnPIg__thumb/img/V0gJ2k2y7ugiE_B-YIkQCvc2c68=/fit-in/200x150/filters:strip_icc()/pic535134.jpg,https://cf.geekdo-images.com/VN-PkW9-OcHKzNEScZnPIg__original/img/Ogl7EoDF3eIsam_kCxHs08WZEhk=/0x0/filters:format(jpeg)/pic535134.jpg,,"Take on the role of a knight and join the prestigious tournaments at the king's court. Use your cards to win the jousting competitions, and to fight with your sword, axe or morning-star. Rally your squires, gain the support of a maiden, and play action cards against your opponents.&#10;&#10;Clever use of action cards can change the type of tournament that is in progress. One card will 'unhorse' you, forcing everyone still in the jousting competition to switch to a weapon battle of the action card holder&rsquo;s choice.&#10;&#10;Other actions cause you to drop whatever other weapon you are using and resort to hand-to-hand battles in which the player with the most cards- not the highest point total- will win a token. Depending on the number of players in the game, the first player to win four or five different tournaments becomes the overall victor.&#10;&#10;There is a lot more strategy involved in the game than first meets the eye.&#10;&#10;Re-implements:&#10;&#10;    Attacke&#10;&#10;&#10;",,,,,,,,,,,
boardgame,884,https://cf.geekdo-images.com/X8bD2Efh-psd8EDTgPAz9g__thumb/img/xQzdM5saXvsk1nPARUh2tanbbHo=/fit-in/200x150/filters:strip_icc()/pic198418.jpg,https://cf.geekdo-images.com/X8bD2Efh-psd8EDTgPAz9g__original/img/ymeSchI8kcpbpBjV3SeCK2bsvkU=/0x0/filters:format(jpeg)/pic198418.jpg,,"In this western themed game, players are looking to drive cattle across the west, establishing towns.  If you don't like the way something is going, you can fight other players for control with your cowboys.  You can rob the bank, rustle cattle, and shoot those pesky farmers!&#10;&#10;Gameplay:  To Start each player receives a set of colored player counters, matching turn order token, and two black action tokens and either $20 or $25 depending on number of players.  The dice are rolled to determine the start player. Each player in turn order will place one of their cowboy counters in a town box of any of the 5 towns on the map until each player has placed 3 cowboys.&#10;&#10;Each turn the players will bid for turn order, take actions and move the turn marker one space.  To bid for turn order each player places an amount of money under their turn order token in current player order.  Players may either raise or drop out.  If a player drops out all money bid so far is paid to the bank and their turn order token is placed in the furthest available spot from start player space on the turn order track.  This continues until one player remains and becomes the start player for the round.&#10;&#10;During the action phase each player will take 1 action in turn order.  After everyone has taken a turn they repeat the procedure.  The actions available are limited in number so turn order is important in doing what a player wishes to do.  Actions available are: Buy Cattle in a town containing their cowboy(s), Purchase more Cowboys, Move Cowboys to different towns, Move Cattle from one town to another, Purchase Buildings or Transport counters in a town, Take a Farmer(reduces income and victory points from Cattle in the town they are placed), or Gunfight.&#10;&#10;There are six different building and transport counters: StageCoach (these earn $1 per cowboy when cowboys are placed in or moved from the town containing the player's StageCoach), Train (this doubles the income gained from all players Cattle in the same town and doubles victory points gained from Cattle at game end),  Bank (earns its owner $2 for each building or transport counter in the same town), Store (earns the owner $1 for each Cattle counter belonging to other players in the town and $2 per Farmer counter in town),  Hotel (earns $1 for each cowboy belonging to other players in same town), Jail (the sheriff in the Jail acts as an extra cowboy controlled by owner that can be added to Gunfights). Cattle and Farmers also earn money for players during an income round.  Each Cattle counter earns its owner $2 UNLESS the town also contains a Farmer (it only earns $1 if this is the case).  Oh, the Farmer and Cowmen can't be friends.&#10;&#10;Gunfights can be started to take over another players Building or Tranport counter, rustle Cattle, rob a Bank or remove a Farmer or Jail.  The player choosing the Gunfight selects the target of the attack.  All Cowboys belonging to each player in the town will be involved.  The remaining player's Cowboys in the town are not involved. However; the owner of the Jail can choose to help themselves, if they are attacking, or they can add the Sheriff to the defender if wished.  Farmers that are attacked defend as a single cowboy.  Banks and Trains both have an intrinsic 1 Cowboy defense in addition to those in town of owner's color.  The player with the fewest Cowboys fires first and immediately removes casualties.  Each 5 or 6 rolled kills a Cowboy.  If the number of Cowboys is tied then firing is simultaneous.  A player may retreat instead of firing by moving each cowboy involved to a different town (only 1 per town) and loses the engagement.  If the attacker wins they take control of the target of the attack and may replace the counter (up to 2 counters if rustling Cattle) with one of their color (except for Banks, Farmers and Jails).  A Jail or Farmer is removed from play and a Bank is robbed.  The successful robber rolls 3 die 6 and takes that amount of money from the owner of the Bank (the Bank remains under owner's control).  If the owner of the Bank cannot pay the full amount (then pays all they have to the robber and the Bank is removed).  Each time a player wins a Gunfight they take a Wanted Counter.  If none remain they take it from another player their of choice.&#10;&#10;Victory:  After taking turns 3,6,9 and 12 income is paid to players as delineated above.  The game ends after round 12.  Victory points are awarded for each Building or Transport counter (1 point per size of town).  So a building in a Town with 4 Building or Transport Counters including itself is worth 4 points to the owning player.  Each Cattle Counter is worth one victory point for the owner.  If a train is in the town each Cattle Counter is worth 2 points.  If a Farmer is in the town Cattle are worth 1 victory point less.  To illustrate, if a Farmer is in same town Cattle counters are worthless unless a Train is also present in the town.  In this case, they would be worth 1 point each.  The player with the most Building/Transport counters and Cattle in a town is considered to control the town and scores bonus points equal to the size of the town (Cattle do not affect town size but do affect control).  The Player with most money gains 5 victory points (2 each in case of a tie).  The Player with the most Wanted counters scores 4 victory points.  The player with most Points wins.&#10;&#10;",,,,,,,,,,,
boardgame,886,https://cf.geekdo-images.com/yLdo1QhC3mBlnWp5Up-LZw__thumb/img/JDDmdk8vg9tdKoex7ewCP61WGB4=/fit-in/200x150/filters:strip_icc()/pic1146051.jpg,https://cf.geekdo-images.com/yLdo1QhC3mBlnWp5Up-LZw__original/img/TR34jXAfJhVoCIdlG7IdaC_KFz8=/0x0/filters:format(jpeg)/pic1146051.jpg,,"A tactical bidding game.&#10;&#10;The highest bid determines not only the purchase price, but also which object will be sold next. So sometimes it's profitable to pay a little bit more than an object seems to be worth.&#10;&#10;It is a significantly revised version of Canaletto.&#10;&#10;Publication history:&#10;&#10;     First published with the garden motif in 1996 by Bambus as Le Jardin.&#10;     Then published in a fancier edition by Noris in 2000 as Der Garten des Sonnenk&ouml;nigs.&#10;&#10;&#10;",,,,,,,,,,,
boardgame,890,https://cf.geekdo-images.com/yGHi6ZFgA1J-RRVlvMQlow__thumb/img/Py9DynrCk8NxrubXj6jdUPj3J3o=/fit-in/200x150/filters:strip_icc()/pic920991.jpg,https://cf.geekdo-images.com/yGHi6ZFgA1J-RRVlvMQlow__original/img/qlV09bJS_lSqdc5eVaaWEgJQKbs=/0x0/filters:format(jpeg)/pic920991.jpg,,"Game comes with 1 double-sided board (tracks), dice (used for movement, position challenges, track incidents), pawns for keeping track of lap count, 20 plastic cars (better to use Micro-machine sized toy cars), rulebook, lap sheets (for longer races).&#10;&#10;From their ( http://www.realaction.com ):&#10;&#10;The Real Action Stockcar Championship (RASC) stock car racing board game.&#10;RASC is a fast paced, exciting simulation of stock car racing. Our dynamic  RASC board game comes with 2 different race tracks demanding different racing strategies. Up to 20 drivers experience the thrills of being in the driver's seat of a stock car with the excitement of true racing. All drivers make their own pit and race strategies to win the race and eventually the RA Cup for winning the RASC  championship.&#10;&#10;",,,,,,,,,,,
boardgame,891,https://cf.geekdo-images.com/-RAQw4eCx3i__6ctz6-N9A__thumb/img/6zwKtSbuLcz8negvxaM4hRA6rBw=/fit-in/200x150/filters:strip_icc()/pic4994220.jpg,https://cf.geekdo-images.com/-RAQw4eCx3i__6ctz6-N9A__original/img/Z1nfWJlFJQiirtkqCoMmoDbIQIE=/0x0/filters:format(jpeg)/pic4994220.jpg,,"Cranium bills itself as the &quot;whole-brain&quot; game.  It's a party game that borrows from a host of other popular party games of recent times.  Players have to successfully complete activities in each of four sections to win:  In &#10; - Creative Cat : A player must clue a word to his or her teammates by drawing it, sculpting it in clay, or drawing it with his or her eyes closed.&#10; - Data Head :  A variety of trivia questions.  &#10; - Word Worm : Players unscramble words, spell challenging words, guess definitions, identify words with letters left out, or spell words backwords.  &#10; - Star Performer : players must whistle a song, impersonate a celebrity, or act out a clue.&#10;&#10;Cranium has elements similar to those of Pictionary, Charades, Trivial Pursuit: Genus Edition, Celebrities, Huggermugger, Claymania, etc.&#10;&#10;Expanded by:&#10;&#10;    Cranium Booster Box 1&#10;    Cranium Booster Box 2&#10;    Cranium New York Booster Pack&#10;&#10;&#10;",,,,,,,,,,,
boardgame,892,https://cf.geekdo-images.com/q7LlwikdqYpUicFmUo_lgA__thumb/img/TXBnkWaikYfpEKZ9TRpSjQzwOOc=/fit-in/200x150/filters:strip_icc()/pic54932.jpg,https://cf.geekdo-images.com/q7LlwikdqYpUicFmUo_lgA__original/img/UrPYTRvv29vkOuSN-WGY2GhaA1c=/0x0/filters:format(jpeg)/pic54932.jpg,,"Advertising trivia game.  There are categories for general trivia, slogans, clues (identify the subject using as few clues as possible), and brain drain (miscellaneous).  Additionally, there is an &quot;Impersonation&quot; category in which players must act out the character, person, or product listed.&#10;&#10;",,,,,,,,,,,
boardgame,893,https://cf.geekdo-images.com/rzaB2iVXr04Zzi3XLSDwxg__thumb/img/hE2Mh-G5hAkv7Y9__VBTBgS9KuQ=/fit-in/200x150/filters:strip_icc()/pic54933.jpg,https://cf.geekdo-images.com/rzaB2iVXr04Zzi3XLSDwxg__original/img/SfVwMQJFHwMj6IpLBaTfCz1tRyg=/0x0/filters:format(jpeg)/pic54933.jpg,,"According to the Designer/Publisher:&#10;&#10;SMUGGLE is a family action adventure board game that allows individual or team play.  The winner is the first player to complete a major, minor, and short treasure route.  Treasure Routes are diamonds, rubies, Inca Gold, Art Treasures, Mexican Silver, and money.  Play is accomplished on a dual-action board game, with movement of Jetliners on the peripheral Treasure Runway, which dictate the movement of Treasure Seekers and Treasure Couriers along the Treasure Routes on the world map in the center of the board. When a Seeker reaches a Destination Foreign City (New York to Johannesburg for Diamonds), a suitcase which is color coded to the Treasure Route (Orange for Major Routes, Gold for Minor Routes, and Grape for Short Routes) is attached to the base of the Seeker, which becomes a Treasure Courier.  The Courier then returns the Treasure (in the suitcase!) to the U.S. City of Embarkation.  When the Courier reaches the Customs 12 Mile Limit it can't move without declaring the treasure or making a smuggle attempt.  SMUGGLE cards are collected to facilitate the smuggle attempts.  Yin Yang Cards bring good fortune or bad fortune along the way. Each game has different dynamics.  Gals can square off against the guys and youngsters like to beat up on the adults!  There is interaction of players all along the Treasure Routes.  All players are in the game until it is over.  The play builds in excitement until the game-winning treasure is smuggled.  Smuggle Masters can team up against Treasure Czars for two teams of three players.  Three teams of two players include Border Jumpers, Port Runners, and Bootleggers.  Or it can be everybody for themselves. Everything is color coded for quick visual reference as to players and pieces.  Quick Start Rules supplement the Rules of Play to allow immediate play to begin.&#10;&#10;",,,,,,,,,,,
boardgame,894,https://cf.geekdo-images.com/IPRANQCr9DqAA4-2TEtAdQ__thumb/img/Rb9uT_wb2uvLtrV8y3a9WwGAn_A=/fit-in/200x150/filters:strip_icc()/pic330227.jpg,https://cf.geekdo-images.com/IPRANQCr9DqAA4-2TEtAdQ__original/img/dPwug7FVAvZbbNnx8Nw_-8MEwm0=/0x0/filters:format(jpeg)/pic330227.jpg,,"LifeLinks is an easy-to-learn card game that teaches kids 8 and up about the way plants and animals depend on each other to survive. Players must build webs of cards that fit together while fending off both human and natural threats to their expanding ecosystems. Different versions of the game allow for team play and co-operative play, where players must work together to succeed.&#10;&#10;",,,,,,,,,,,
boardgame,895,https://cf.geekdo-images.com/GrkvxNZ-DlR6_LJBuUX9Tw__thumb/img/RZ6CHBcIrFcuIdLDvvpLryxUAUg=/fit-in/200x150/filters:strip_icc()/pic579150.jpg,https://cf.geekdo-images.com/GrkvxNZ-DlR6_LJBuUX9Tw__original/img/BedKJdiJcLJbimPNIOX78WWOwRg=/0x0/filters:format(jpeg)/pic579150.jpg,,"If you've ever wanted to manage a real big-league club, here's your chance. MLB Baseball 2000 makes you the manager of 600 real big-league players - 20 players for each of the 30 big-league teams. You call the shots on everything from pitching changes to pinch-hitters to double-switches. The game comes with a card set for the most recent baseball season On each card are the painstaking calculations, derived from formulas honed over 50 years of play-testing, which reproduce with uncanny accuracy that player's actual on-field performance in every aspect of the game. You can play with intact big-league clubs, start up your own league and draft from scratch, or switch things around any way you choose. Actually, with APBA you're really much more than just the manager.. You're the GM, owner and commissioner, too.&#10;&#10;MLB Baseball heads into the new century with a streamlined new look. Cards still provide the same informational wallop but feature striking full-color graphics. The rule book collects all the rules and rosters and play boards into a easy-to-use spiral-bound book, with APBA history, playing tips, league guidelines, and a fantastic quick-start guide that can have you playing APBA MLB Baseball in five minutes!&#10;&#10;",,,,,,,,,,,
boardgame,896,https://cf.geekdo-images.com/6uIV-6dWy8WhUE39yyiW5g__thumb/img/bojRwtBWMO70FxEZ7B5BWT-k44c=/fit-in/200x150/filters:strip_icc()/pic428127.jpg,https://cf.geekdo-images.com/6uIV-6dWy8WhUE39yyiW5g__original/img/_7x_ESK8OnYMQdUjRqQracQ5GSw=/0x0/filters:format(jpeg)/pic428127.jpg,,"Invite over your closest friends (up to 12 people total) and start cooking!  This game includes a &quot;host guide&quot; for making your party great, a cassette tape with instructions and theme music, invitations, an ingredient list, aprons, chef hats, name tags, menu cards, etc.  Two teams compete to cook up the best meal.  The game comes in several different editions, including Mexican, Italian, and Oriental.&#10;&#10;",,,,,,,,,,,
boardgame,897,https://cf.geekdo-images.com/BAOeHbazhP_PnOxObo9TfQ__thumb/img/2_4Qelm82T3VoGjs0CUNt5U8J7Y=/fit-in/200x150/filters:strip_icc()/pic18926.jpg,https://cf.geekdo-images.com/BAOeHbazhP_PnOxObo9TfQ__original/img/vT1W7lFP6cF_Rd0zX0ewjQz7ZIo=/0x0/filters:format(jpeg)/pic18926.jpg,,"&quot;The Game of Manners, Morals &amp; Mirth!  Where Your Advice Counts&quot;&#10;&#10;Given a letter in one of five categories (Husbands and Wives; Lovers, Friends and Others; Family, Kids and Pets; How To and Etiquette; and Funny Situations), can you determine which of the four answers was Abby's?&#10;&#10;",,,,,,,,,,,
boardgame,898,https://cf.geekdo-images.com/-4HC4WOA80RFqNMZaCRq1g__thumb/img/my1NcF4ymEXhLTJI8C39jGGQn9I=/fit-in/200x150/filters:strip_icc()/pic27170.jpg,https://cf.geekdo-images.com/-4HC4WOA80RFqNMZaCRq1g__original/img/RjBZ3jMeP-99VQBTnu7JvIOd_i8=/0x0/filters:format(jpeg)/pic27170.jpg,,"Players race down the board, advancing when they are able to name celebrities with specific initials.  What initials are determined by spinners with weighted regions so that unpopular letters don't come up too often.  Included is a book with 6,235 names sorted by initials.&#10;&#10;",,,,,,,,,,,
boardgame,899,https://cf.geekdo-images.com/_0BeNPi20BKo2j124S0leA__thumb/img/oKv80zILXyTadyqYhqg47OUpGLM=/fit-in/200x150/filters:strip_icc()/pic584342.jpg,https://cf.geekdo-images.com/_0BeNPi20BKo2j124S0leA__original/img/gys7Q43JBjcrPL3Nh4yI2Rcv2sU=/0x0/filters:format(jpeg)/pic584342.jpg,,"Movie Mania is the exciting board game designed for complete family entertainment. Containing quotes, questions and phrases from the greatest movies of all time. Two to Four players or teams reveal lines from such classics as Gone With the Wind and Terminator II, then try to identify the movie title and actor/actress who said them. Players may act out scenes or impersonate their favorite actors to help their teammates guess the answers. Six categories are featured: Action/Adventure, Drama, Comedy, Classic/Western, Science Fiction/Horror, and Trivia.&#10;&#10;Includes gameboard, 1 six sided die, 60 second timer, 1 card box containing 330 question and answer cards, 50 score cards, 4 colored game pieces, and 2 pencils&#10;&#10;",,,,,,,,,,,
boardgame,900,https://cf.geekdo-images.com/qcGQ5uvPB9C_cSj1YgNksA__thumb/img/Q7GTGHVc7KlLd_mNTBMc8Jgk-mc=/fit-in/200x150/filters:strip_icc()/pic362003.jpg,https://cf.geekdo-images.com/qcGQ5uvPB9C_cSj1YgNksA__original/img/9OWsArMUHIVXil5s2nOobIR-Qe0=/0x0/filters:format(jpeg)/pic362003.jpg,,"The board shows a view of a shopping parade from above. Players mark the shops that they own and try to attract customers as they move around the square. The board has a scoring track and there is an element of swindling your opponents.&#10;&#10;From MNG-AJM Games Catalog 2005:  Players purchase shops and then enhance them and buy more shops as the game goes on.  The board shows an overhead view of a city centre around which customers wander - some normal, some big spenders and one thief. A special die is used to let you move a customer - the idea being to direct the spenders to your shops and away from those of opponents while making sure the thief stays away from your shops and goes to as many opponents' shops as possible.&#10;&#10;The game was redeveloped and published as The Market of Alturien, the first game in the Alturien series.&#10;&#10;",,,,,,,,,,,
boardgame,902,https://cf.geekdo-images.com/Ca8jE5MAPHdEr4N0FgCcFg__thumb/img/hz2JFiXGdei5jk5-8XE8dwawx0Y=/fit-in/200x150/filters:strip_icc()/pic135137.jpg,https://cf.geekdo-images.com/Ca8jE5MAPHdEr4N0FgCcFg__original/img/JE5G-U_DknmjvDRwLY193UCystE=/0x0/filters:format(jpeg)/pic135137.jpg,,"Meuterer is a role selection card game in which players take the roles of crewmembers aboard a merchant ship. Each round, each player reveals goods from their hands that they wish to sell. However, most ports deal in only one sort of good, and only the captain may decide where the ship goes. If a player chooses to become the mutineer, he/she will try to become captain in order to change the destination of the ship. Each player may also have an ally in the fight, and the side which played the most conflict points gets the final word on the ship's destination.&#10;&#10;The player with the most points at the end of the game is the winner. Every time a player sells more goods than the other players or reaches their destination, they score points. Allies to a mutiny also get points.&#10;&#10;",,,,,,,,,,,
boardgame,903,https://cf.geekdo-images.com/-3dOkXfvk0fJ829LZATenQ__thumb/img/1GsrSMUtbXL4eUC-a7UAGZxVfVU=/fit-in/200x150/filters:strip_icc()/pic7961723.png,https://cf.geekdo-images.com/-3dOkXfvk0fJ829LZATenQ__original/img/YCT_UBg6g8kIHT9KUDithndJdz8=/0x0/filters:format(png)/pic7961723.png,,"Imagine a hamster's exercise wheel made out of wood that's divided into numerous segments, with these segments being separated by low fences. That's the playing surface for Hamster Roll, a dexterity game in which players compete to play all of their pieces first.&#10;&#10;Everyone starts with seven wooden pieces. On a turn, place one of your pieces somewhere within the wheel, which might move and rotate as a result! If any pieces fall out of the wheel, you must add them to your supply, so try to keep the rolling of that hamster wheel to a minimum...&#10;&#10;",,,,,,,,,,,
boardgame,904,https://cf.geekdo-images.com/1elpLCAJcRmWtPVZy2gFaA__thumb/img/MKD7eO1i3GjyskxROM6boEOjq0o=/fit-in/200x150/filters:strip_icc()/pic6926823.png,https://cf.geekdo-images.com/1elpLCAJcRmWtPVZy2gFaA__original/img/_GYbqQtZAlmIFMOht2Dk_Qq2Pto=/0x0/filters:format(png)/pic6926823.png,,"Reiner Knizia's auction game about producing movies. In four rounds, players bid on chips representing genuine directors, actors, camera, effects, music, guest stars and agents (or in Nightmare Productions edition: creatures, locations, directors, musical conductors, cameos, and contractors). These all get placed on players' film-strips to complete the movie production. So one movie might need 2 actors (in editions prior to Nightmare Productions), but no music or effects and so on. As films are completed, the points value is marked and another film-strip taken. There are two parties (in Nightmare Productions edition: horror cons) each round where players get to pick from offers without paying anything. There are bonus points for first films completed and best films, best directors (in Nightmare Productions edition: best creatures), even worst film.&#10;&#10;The auction is a basic rising offer with passing until one winning bid remains. Players pay into the pot with contracts (in Nightmare Productions edition: money), and the rest of the players share the pot each turn. So it's a closed economy with players trying to time to bid on what they really need to complete films.&#10;&#10;See Movie Comparison - Traumfabrik for listings of movies and actors in each version prior to Nightmare Productions edition.&#10;&#10;Note: There have been many editions of the game under varying names. All are identical except for Nightmare Productions edition which has introduced a few changes.&#10;&#10;",,,,,,,,,,,
boardgame,905,https://cf.geekdo-images.com/UvNuq9MyOhSMa0jPwtDv_Q__thumb/img/XOl5znOk6MFpofNo4EifD41cz5w=/fit-in/200x150/filters:strip_icc()/pic63935.jpg,https://cf.geekdo-images.com/UvNuq9MyOhSMa0jPwtDv_Q__original/img/LPst9TS9dD7afjAc1TW7p3ngs5o=/0x0/filters:format(jpeg)/pic63935.jpg,,"This game, from the makers of Mastermind, challenges players to place pentomino-style tiles of various sizes and shapes onto a grid in such a way that they always touch pieces of an opposing color but do not touch pieces of their own color.  There are different rules for the two-player/four-player partnership game and the three-to-six-player game, allowing for more players than usual for an abstract strategy game to play.&#10;&#10;",,,,,,,,,,,
boardgame,906,https://cf.geekdo-images.com/55ovACb7a7ezkvYg1bDoyg__thumb/img/bN_UdM2TDBzPP_vlHxH5_YdyG1c=/fit-in/200x150/filters:strip_icc()/pic147699.jpg,https://cf.geekdo-images.com/55ovACb7a7ezkvYg1bDoyg__original/img/rCDQj1Q3ltSc4f7NIRRR5_u5FXA=/0x0/filters:format(jpeg)/pic147699.jpg,,"Bring your cattle to Abilene, Kansas, in 1870. Hope that your opponents get only your sick cows. If they get another one, then there is the time for a shootout between your cowboys. The player who manages to bring the most herds to Abilene (and earns the most money) wins.&#10;&#10;The original Hexagames edition supports only 3 players. The Schmidt Spiele edition supports up to 6 players.&#10;&#10;",,,,,,,,,,,
boardgame,907,https://cf.geekdo-images.com/AFj9R6veUrg2r3lttDiNXw__thumb/img/Vz348n8bMVbW9VPajDuC8DRXyFw=/fit-in/200x150/filters:strip_icc()/pic480744.jpg,https://cf.geekdo-images.com/AFj9R6veUrg2r3lttDiNXw__original/img/kv8GVc1XJ0ILXjcTXH6ZUomQVY8=/0x0/filters:format(jpeg)/pic480744.jpg,,"Beheaded, an exciting party game in which players use clues from a teammate to guess &quot;beheadable&quot; words. Take train, for instance, and behead it to get rain. Teams compete to see who can guess the most word combinations before time runs out.&#10;&#10;Each game card includes single Beheaded (snow/now), Double Beheaded (state/ate), Triple Beheaded (hemlock/lock) and Beheaded Trio (swallow/wallow/allow) word combinations. Players spin to see where to start, and then the fun begins as the clue giver's team tries to guess each word combination. Trying to guess all four combinations in a minute or less creates an exciting, addictive, and always hilarious game. As an added bonus, nearly everyone learns a few new words each time they play.&#10;&#10;",,,,,,,,,,,
boardgame,908,https://cf.geekdo-images.com/9nNl8qfnp344TJUPLQhJhw__thumb/img/6E8ARH3FZPABYjW1NTY6aWU6liA=/fit-in/200x150/filters:strip_icc()/pic2855889.jpg,https://cf.geekdo-images.com/9nNl8qfnp344TJUPLQhJhw__original/img/FSPiY99KzVr7kbibwKRqISrWPO0=/0x0/filters:format(jpeg)/pic2855889.jpg,,"What happens when the hunter becomes the hunted?&#10;&#10;In Tally Ho!, one player takes the role of the hunters and the lumberjacks; the other takes the role of the foxes and bears. Both players hunt each other!&#10;&#10;At first the forest lies peacefully under the face-down tiles. As the players turn the tiles over and move them on the board, the forest awakens and the hunt destroys the serenity of the forest. The lumberjacks cut swaths through the forest to provide hunting fields for the hunters. The bears then use these same aisles to track the hunters and lumberjacks. And both sides hunt the ducks who are just trying to live in peace!&#10;&#10;The two sides are balanced with luck dominating the early game, but skill taking over at the end. Good hunting!&#10;&#10;Originally published by Spear Spiele in 1973 as Jag und Schlag, Kosmos republished the game in 2000 as Tally Ho! / Halali! as part of its Kosmos two-player series.&#10;&#10;",,,,,,,,,,,
